barcode,dataset_table9,dataset_role,policy_table9,window_k,window_cycle_start,window_cycle_end,expected_cycle_count,QDischarge_valid_count,QDischarge_valid_ratio,QCharge_valid_count,QCharge_valid_ratio,IR_valid_count,IR_valid_ratio,Tmax_valid_count,Tmax_valid_ratio,Tavg_valid_count,Tavg_valid_ratio,Tmin_valid_count,Tmin_valid_ratio,chargetime_valid_count,chargetime_valid_ratio,QDischarge_end,QDischarge_mean,QDischarge_slope,QDischarge_std,QDischarge_delta_cycle2_to_k,QCharge_mean,QCharge_slope,QCharge_delta_cycle2_to_k,IR_end,IR_mean,IR_slope,IR_delta_cycle2_to_k,Tmax_mean,Tavg_mean,Tmin_mean,chargetime_mean,chargetime_slope
EL150800463871,Train,Train,5.4C(60%)-3.6C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0848194,1.083834625,0.00079945,0.000917352021786,0.0023806,1.0829218,0.00075336,0.0023375,0.015182698,0.01524508175,-5.96221e-05,-0.000166076,37.42390725,33.4671775019,30.66069925,8.98173791667,-0.00109550000001
EL150800463882,Train,Train,5.4C(40%)-3.6C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0564448,1.0552836,0.00088448,0.00100380985251,0.0026662,1.0546091,0.00099524,0.0030067,0.016545463,0.01657266025,-8.3291e-06,-2.9615e-05,36.311983,33.0036858208,30.4137235,11.6730583333,0.00827033333332
EL150800463886,Prim. Test,Primary,4.8C(80%)-4.8C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0791821,1.077670825,0.00111837,0.00126084886361,0.0033463,1.07705785,0.00109236,0.0033904,0.016877446,0.0169483905,-4.13716e-05,-0.000124531,35.971117,32.5459280663,30.032136,10.0724058333,-0.0600903333333
EL150800464002,Prim. Test,Primary,5.4C(60%)-3.6C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0750004,1.073961475,0.00078579,0.000890753056057,0.0023704,1.073187375,0.00074757,0.002269,0.015551912,0.01563211725,-6.57069e-05,-0.000188825,35.09660825,32.4452865073,30.3176475,9.00885833333,0.00760233333335
EL150800464865,Prim. Test,Primary,4C(80%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0804269,1.07940065,0.00067648,0.000756929014175,0.0020102,1.07934165,0.00059962,0.0017601,0.016720008,0.01674663075,-2.03855e-05,-6.742e-05,34.552658,31.6831259529,29.74170375,12.05029875,-0.000162833333343
EL150800464881,Train,Train,5.4C(60%)-3C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0874817,1.08647295,0.0007792,0.000889133742752,0.002367,1.0864998,0.00075134,0.002309,0.016327402,0.01638193575,-3.89733e-05,-0.000122325,36.50691675,32.9586744334,30.04724975,9.91644208333,6.31666666688e-05
EL150800464883,Train,Train,4.4C(80%)-4.4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0785232,1.077225625,0.00081363,0.000916405888171,0.0023966,1.077125575,0.00075527,0.0022289,0.016305991,0.01637641775,-4.25507e-05,-0.000131588,32.99892825,31.000666684,29.37243375,10.9805604167,-0.00853449999998
EL150800464977,Train,Train,4C(80%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0827308,1.08141895,0.00097892,0.00111403949324,0.0030079,1.080955975,0.00096725,0.0029336,0.016325014,0.016333947,-1.24144e-05,-4.469e-05,31.0003475,30.3076723429,29.7885515,12.0083154167,-7.94999999956e-05
EL150800465027,Train,Train,4.8C(80%)-4.8C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0964732,1.095350575,0.00086707,0.000986345346152,0.0026088,1.09516365,0.00086838,0.0026671,0.016207566,0.0162551085,-3.44436e-05,-0.000103605,35.39086925,32.167066864,29.7855165,10.0294604167,0.00861683333331
EL150800737213,Sec. test,Secondary,5.6C(36%)-4.3C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0531315,1.052330325,0.00056829,0.000637144121746,0.0016809,1.051477425,0.00075527,0.0022122,0.015317377,0.01533817175,-1.84935e-05,-5.678e-05,39.3183734613,35.217160211,31.9610950318,10.0418033333,5.13333332741e-05
EL150800737229,Sec. test,Secondary,3.7C(31%)-5.9C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0630716,1.062930825,0.00014565,0.000187152643249,0.0004592,1.06259125,0.00018956,0.0005688,0.013550496,0.01353759225,7.3849e-06,2.3327e-05,36.6977160523,34.0383758951,31.3137398684,10.0629429167,-0.000679166666693
EL150800737233,Sec. test,Secondary,5C(67%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0665767,1.0657871,0.00061206,0.00069668109993,0.0018405,1.06557655,0.00066878,0.00205,0.015344371,0.01538732575,-3.15727e-05,-9.3763e-05,34.7840788909,32.9021269226,31.1438636796,10.0452825,-0.000962666666649
EL150800737234,Sec. test,Secondary,3.7C(31%)-5.9C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0526985,1.052341325,0.00027369,0.000311796042109,0.0008317,1.05228685,0.00030774,0.0009233,0.013181041,0.01317538225,2.7629e-06,1.1637e-05,39.506048084,35.4547352965,32.1230653918,10.0595675,-0.000698666666625
EL150800737251,Sec. test,Secondary,5.6C(36%)-4.3C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0624913,1.06158285,0.00069838,0.000791686306248,0.0020742,1.06122765,0.00075814,0.0022822,0.014976198,0.0150199135,-3.32876e-05,-9.7257e-05,38.1515009001,35.1763182045,32.0577933836,10.0452383333,-0.000311333333326
EL150800737259,Sec. test,Secondary,5.3C(54%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0629901,1.062156225,0.00061283,0.000692281844248,0.0018599,1.061767625,0.00064255,0.0019125,0.015674211,0.015709678,-2.50784e-05,-7.7793e-05,38.5540637837,35.4516912091,32.168337,10.0417966667,-0.000599333333351
EL150800737270,Sec. test,Secondary,5.3C(54%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0714244,1.0705384,0.00063952,0.000720496648153,0.0019418,1.069996075,0.00070527,0.0021595,0.015835447,0.01586470375,-2.26077e-05,-6.7776e-05,34.8370797094,32.9688198846,31.20887361,10.0417166667,-0.000385333333372
EL150800737274,Sec. test,Secondary,5.6C(19%)-4.6C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0693455,1.068720975,0.00043215,0.000485353939796,0.0013218,1.068435175,0.00036511,0.0010614,0.015044483,0.01507067925,-1.94121e-05,-5.3703e-05,37.7291149213,35.10606786,32.2186680072,10.04334,-0.000396666666638
EL150800737275,Sec. test,Secondary,5.6C(36%)-4.3C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0733607,1.0727707,0.00047774,0.000549249091943,0.0014359,1.072274075,0.00060349,0.0018085,0.015506864,0.01552580375,-1.62903e-05,-4.8932e-05,37.5883002963,34.9227700836,32.0002411092,10.043465,7.1000000073e-05
EL150800737276,Sec. test,Secondary,5.6C(19%)-4.6C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0695097,1.0688299,0.0004765,0.000534503166501,0.0014418,1.06849955,0.0005836,0.0017782,0.015562085,0.01558134425,-1.60671e-05,-4.5999e-05,37.2039890465,34.0450837522,31.2824173912,10.04191875,0.000748166666648
EL150800737277,Sec. test,Secondary,4.36C(80%)-4.36C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0632553,1.06264485,0.00050348,0.000578657698903,0.0014807,1.06151485,0.00090444,0.0018891,0.015467151,0.01550079575,-2.79415e-05,-8.3851e-05,34.6282424896,32.4335396504,30.5335663734,11.0463658333,-0.00309733333335
EL150800737279,Sec. test,Secondary,5.9C(60%)-3.1C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0699984,1.069157625,0.00060407,0.000678790882286,0.0018172,1.068775575,0.00069517,0.0020561,0.015887896,0.01593032325,-3.15155e-05,-9.5587e-05,36.7205140462,33.91614572,31.2484375413,10.0463404167,0.000851499999942
EL150800737280,Sec. test,Secondary,5.6C(36%)-4.3C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0643547,1.063514575,0.00047521,0.000543872312105,0.0014655,1.06272175,0.00043166,0.0013062,0.014936792,0.01495990325,-2.39509e-05,-6.9825e-05,39.7841269262,36.2312479306,32.0616134159,10.0422979167,-2.08333334253e-05
EL150800737285,Sec. test,Secondary,5.9C(60%)-3.1C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0577407,1.057111475,0.00050197,0.000572652994295,0.0014764,1.0567513,0.0005735,0.0016921,0.015762733,0.0158108075,-2.96878e-05,-9.0042e-05,37.3582392725,34.409696749,31.5707715332,10.0435879167,-0.000259166666656
EL150800737287,Sec. test,Secondary,5.6C(19%)-4.6C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0737659,1.072847275,0.00056939,0.000639681883341,0.0017473,1.0724617,0.00059898,0.0018485,0.015630158,0.01565896125,-2.05267e-05,-6.321e-05,38.8074538767,35.5750252229,32.2082850279,10.04161875,7.21666667474e-05
EL150800737304,Sec. test,Secondary,5C(67%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0616887,1.06101765,0.00047848,0.000536664851187,0.0014167,1.060957775,0.00049851,0.0014986,0.015431999,0.0154664225,-3.40406e-05,-7.9207e-05,34.2223945783,32.9816725619,31.5778309416,10.0432845833,-0.000287833333351
EL150800737307,Sec. test,Secondary,4.36C(80%)-4.36C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0689943,1.068387725,0.00049211,0.000565286880155,0.0014725,1.06769985,0.00053276,0.0020296,0.015465212,0.0154954545,-2.44106e-05,-7.0329e-05,34.1496437958,32.6836965406,31.1028235,11.0425495833,0.00246316666671
EL150800737313,Sec. test,Secondary,5.3C(54%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0672238,1.06630335,0.00070522,0.000806565299588,0.0021635,1.065638925,0.00081319,0.0024758,0.015061628,0.01511023875,-3.33423e-05,-0.000100406,37.6691318368,34.6274252535,31.4311953106,10.0410470833,0.000213833333352
EL150800737314,Sec. test,Secondary,5.6C(36%)-4.3C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0758239,1.075080025,0.00055537,0.000626827509667,0.0016586,1.074699475,0.00062017,0.001862,0.016078373,0.016102557,-1.9572e-05,-6.1045e-05,35.2246241137,33.0763952425,31.0846391429,10.0427754167,-0.000356833333304
EL150800737315,Sec. test,Secondary,5C(67%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0665587,1.065928975,0.00051285,0.000587710925434,0.0015085,1.0651854,0.00062468,0.0018515,0.015334478,0.01536570225,-2.58621e-05,-7.537e-05,35.4317324486,32.9602938948,30.7112473674,10.04336,0.000382333333327
EL150800737319,Sec. test,Secondary,5.6C(19%)-4.6C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0675212,1.066678075,0.00064841,0.000738324716419,0.0019632,1.066227225,0.00076353,0.0022968,0.015182124,0.015210835,-2.25748e-05,-6.8313e-05,36.8888010928,33.936889746,31.2079189632,10.042205,0.000701999999995
EL150800737320,Sec. test,Secondary,5.9C(15%)-4.6C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0684901,1.067512675,0.00069257,0.000780299953143,0.0021213,1.067095325,0.00071275,0.0021519,0.014925562,0.01494006,-1.24608e-05,-3.6724e-05,31.6828856242,31.2143982884,30.7134969763,10.0415491667,0.000484666666695
EL150800737329,Sec. test,Secondary,5C(67%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0690936,1.0683855,0.0005339,0.000608570977783,0.0016385,1.067858475,0.00057459,0.0017313,0.015308817,0.01534985675,-3.09445e-05,-9.0138e-05,33.3226561633,32.0806423412,30.8002666762,10.0451616667,0.000772333333298
EL150800737334,Sec. test,Secondary,5C(67%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0715792,1.070969275,0.00047399,0.000540553148983,0.0014319,1.07069065,0.00052682,0.0016079,0.015907407,0.01594283525,-2.89927e-05,-8.0626e-05,37.4422212694,34.5243847569,31.3738275228,10.04491625,-0.00157950000006
EL150800737345,Sec. test,Secondary,4.36C(80%)-4.36C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.062538,1.0618174,0.00051482,0.000577516679413,0.001529,1.06130905,0.00098802,0.0031305,0.015386094,0.01541883325,-2.27053e-05,-6.7843e-05,37.6789352208,34.811842277,31.9088115421,11.0444708333,-0.00437900000002
EL150800737350,Sec. test,Secondary,5.3C(54%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0631043,1.062317525,0.00051877,0.000580188186604,0.0015693,1.062009225,0.00061465,0.0018986,0.015346847,0.01538716475,-3.01135e-05,-9.1994e-05,38.7039174274,35.5936889776,32.1201879104,10.04431875,-0.000199833333366
EL150800737361,Sec. test,Secondary,5.3C(54%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0489986,1.048241825,0.00053421,0.000598712536928,0.001595,1.04779745,0.00061276,0.0018487,0.015611636,0.01569208625,-4.03277e-05,-0.000129068,35.9157321482,33.8114304865,31.3497851388,10.0439566667,-0.000239666666602
EL150800737365,Sec. test,Secondary,5.6C(36%)-4.3C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0589134,1.05828785,0.00047542,0.000537728093464,0.0013847,1.05789815,0.00051596,0.0015353,0.015195306,0.0152460205,-2.46808e-05,-7.2543e-05,39.1211340088,35.7285709707,32.0440615,10.04383875,-3.71666666616e-05
EL150800737366,Sec. test,Secondary,3.7C(31%)-5.9C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0682704,1.068063425,0.00013257,0.000149346248279,0.0004141,1.06789125,0.00011346,0.000321,0.013950136,0.0139442345,2.2814e-06,6.547e-06,37.7891127263,34.6233819485,31.8782194403,10.068295,-0.00191700000003
EL150800737368,Sec. test,Secondary,5C(67%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0485005,1.04750835,0.0007493,0.000846821003814,0.0022273,1.047226,0.0007473,0.0021526,0.015678152,0.0157146655,-2.5199e-05,-7.304e-05,36.9694219967,34.5980072718,32.0328898257,10.0423104167,-0.000120166666699
EL150800737369,Sec. test,Secondary,5.3C(54%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0714406,1.0705952,0.00057174,0.000639426676797,0.0017206,1.070111275,0.00059423,0.0018104,0.015644995,0.01567618975,-2.62749e-05,-7.796e-05,36.0531109995,33.2456385188,30.6061140944,10.0434566667,0.000272666666642
EL150800737378,Sec. test,Secondary,5.3C(54%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0681428,1.06739995,0.0005785,0.000656762474187,0.0016914,1.06623195,0.00073602,0.00218,0.015467618,0.01549636375,-2.04383e-05,-5.6934e-05,37.0471114083,34.8269614642,32.2471794461,10.0419583333,0.000235666666656
EL150800737380,Sec. test,Secondary,5.3C(54%)-4C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0705589,1.0697785,0.00060098,0.000684516256198,0.0018196,1.069186375,0.00069517,0.0020719,0.015640054,0.01568168175,-2.98115e-05,-9.2475e-05,33.789408679,32.1404693202,30.60949575,10.04382,0.000250666666665
EL150800737386,Sec. test,Secondary,5.9C(15%)-4.6C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0701469,1.069276625,0.00057325,0.000641012353138,0.0017282,1.06908535,0.00060278,0.001818,0.01535992,0.01538446575,-2.01541e-05,-5.7528e-05,36.378967253,33.3370305311,30.7920668999,10.0417591667,-0.000374333333336
EL150800737387,Sec. test,Secondary,5.6C(36%)-4.3C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0753649,1.074289025,0.00085427,0.000994113269137,0.0026593,1.0733893,0.00089406,0.0025654,0.015606318,0.01563287925,-2.11463e-05,-6.2475e-05,35.2333228862,33.0164362506,30.9715662215,10.0418558333,-0.000201333333389
EL150800737390,Sec. test,Secondary,5.6C(19%)-4.6C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0613143,1.0603489,0.0006939,0.000783007040198,0.0019908,1.059675,0.00075492,0.0022613,0.015510818,0.01553805575,-1.72593e-05,-5.1101e-05,37.0895028494,33.743654372,30.7807817981,10.04342625,-0.000224499999919
EL150800739476,Sec. test,Secondary,5.6C(19%)-4.6C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0737818,1.073177025,0.00042771,0.000481223655772,0.0013053,1.07270805,0.0005102,0.0015868,0.015172654,0.01520770825,-2.41655e-05,-7.4188e-05,32.9226357197,32.0231856004,31.0774539665,10.044965,0.000818666666674
EL150800739477,Sec. test,Secondary,5.6C(19%)-4.6C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0644418,1.063985775,0.00037239,0.000427559483435,0.0010614,1.063736,0.0004117,0.0011572,0.015424388,0.01546102725,-2.28025e-05,-6.6142e-05,38.2971976638,35.3194906782,32.0481556731,10.04319875,-4.48333333289e-05
EL150800739484,Sec. test,Secondary,4.36C(80%)-4.36C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.0706183,1.070175725,0.00035169,0.000404230679037,0.0010698,1.069938925,0.00040181,0.0012495,0.015679035,0.015707612,-2.0282e-05,-6.2976e-05,34.4964739709,32.5706268712,30.6806778138,11.0376258333,-0.00108099999998
EL150800739495,Sec. test,Secondary,5.6C(36%)-4.3C,5,2,5,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1.052555,1.0516431,0.00067276,0.000759594421386,0.0020331,1.050923125,0.00072701,0.0022042,0.018458921,0.01849592925,-2.85611e-05,-8.2789e-05,36.3411728541,33.498413642,30.78733175,10.0429475,8.03333333895e-05
