barcode,early_cycle_limit,early_valid_cycle_count,fragment_count,fragment_merge_valid,QDischarge_early_mean,QDischarge_early_slope_per_cycle,QCharge_early_mean,QCharge_early_slope_per_cycle,IR_early_mean,IR_early_slope_per_cycle,Tmax_early_mean,Tmax_early_slope_per_cycle,Tavg_early_mean,Tavg_early_slope_per_cycle,Tmin_early_mean,Tmin_early_slope_per_cycle,chargetime_early_mean,chargetime_early_slope_per_cycle
EL150800737277,100,100,1,True,1.064343553,-7.09140714071762e-07,1.064015024,4.1118979897990195e-06,0.01537472673,-1.917125292529212e-07,34.79030485135325,0.004041545611655031,32.534149378796045,0.0021262357380735526,30.686842227680355,0.002084289937509499,11.039600116666673,-5.057132713188192e-05
EL150800737276,100,100,1,True,1.069802646,-1.567027662766266e-05,1.0696456159999999,-1.5483167116711576e-05,0.01552572104,-1.4658301830181762e-08,37.60510592572477,0.009982608364168099,34.202440487923795,0.0034654363363100225,31.36979369280388,0.0017832784282881128,10.042450400000046,1.2166716673297657e-05
EL150800737314,100,100,1,True,1.076303704,-4.599332733273365e-06,1.076095104,-4.6721548154816086e-06,0.01604917654,2.94352535253526e-07,35.53857274944271,0.007124591833988696,33.219414908227094,0.002808437825787909,31.227008252970098,0.0018166153534870978,10.042451699999965,-4.485508552288856e-06
EL150800737319,100,100,1,True,1.068668535,-9.14420822082184e-06,1.068575334,-7.882515451545126e-06,0.01512986131,-9.506442544254444e-07,37.22804076197745,0.00788942289062596,34.11454602993669,0.0035784327386663233,31.32236126459004,0.0028279760125732604,10.042356366666645,1.1736533652627904e-05
EL150800737387,100,100,1,True,1.076961922,7.69943474347405e-06,1.076449985,8.011164116411557e-06,0.015553500929999999,-8.697320732073091e-08,35.485201171755136,0.006581786027040511,33.1189634917196,0.002387295398759032,31.071616116107176,0.0009526117871925187,10.041865466666685,-7.870527051539526e-06
EL150800737386,100,100,1,True,1.07051888,-9.567125112511563e-06,1.070542118,-8.896651665166491e-06,0.01530738578,-3.1324831683168244e-07,36.803127902911164,0.009561267096728691,33.50890495011492,0.0036887493635376417,30.876434652942404,0.0020501142445956246,10.04163998333339,-4.420952092649446e-06
EL150800737345,100,100,1,True,1.063479291,-7.647130513051648e-06,1.063414028,-5.015721572157588e-06,0.01531261607,-5.25246006600659e-07,37.83186305796277,0.005121868018855038,34.94058214668901,0.0035433697594817342,31.98144641835992,0.002644890458642999,11.040743116666665,-2.3201110111514088e-05
EL150800737378,100,100,1,True,1.06703041,-4.626375037503824e-06,1.066229346,-4.303300330033057e-06,0.01544483751,-1.7159385838583845e-06,37.399668947689364,0.00802682258185767,35.0701249907806,0.006404312622881915,32.45378993939039,0.005254190114061482,10.042114583333326,2.9730473020823223e-06
EL150800737274,100,100,1,True,1.068854892,-2.7572690069006616e-05,1.068729393,-2.6738361236123646e-05,0.01501670906,1.168247104710494e-07,37.9685961949252,0.0075345684389105634,35.2895491601317,0.004914218953450315,32.39238794988363,0.003774402978560327,10.043120649999983,7.63509350904198e-06
EL150800737275,100,100,1,True,1.0726998829999999,-2.756528232823255e-05,1.072389484,-2.7244349234922735e-05,0.01546490551,1.238635163516347e-07,37.8743819389224,0.007569686507878143,35.09692267843871,0.0044227459628184305,32.12025395060832,0.0033480610500075244,10.043198766666618,4.495089507285135e-06
EL150800737315,100,100,1,True,1.067413169,-4.759657365736696e-06,1.066882806,-4.317830183018166e-06,0.0152651037,3.345280768076797e-07,35.73575315343805,0.006883845160639057,33.10117160343903,0.0028911262969404956,30.85142678063726,0.0022999936068097923,10.043364750000022,5.769666968599553e-06
EL150800737366,100,100,1,True,1.062037194,-0.00015825951875187517,1.061820518,-0.00015933226282628272,0.014091463680000001,2.0627804500450062e-06,37.91789788915317,0.004020244327245951,34.89763562513403,0.00697596818261056,32.05628432802865,0.004373773435177085,10.07912276666667,0.0004294456845687691
EL150800737285,100,100,1,True,1.058124656,-1.3715797179718057e-05,1.057963636,-1.4047831983198235e-05,0.01568802504,-4.0993092109211126e-07,37.530657648574746,0.00545804353396497,34.608697117918254,0.005296283392939043,31.639525110491626,0.002306269498034031,10.042560166666604,-7.248544857977018e-06
EL150800737368,100,100,1,True,1.050388327,1.2505387938793687e-05,1.050402347,1.4215376537653715e-05,0.01555621234,-1.9274345034503703e-07,37.23479966727514,0.007284789604483013,34.68692543774402,0.0032826812210866425,32.08889435317624,0.002200211520349674,10.041844149999976,-5.3807280740687545e-06
EL150800737259,100,100,1,True,1.0647750790000001,9.561771977198104e-06,1.0646207680000002,1.1869383738374145e-05,0.015643412000000002,3.8496535253525654e-07,38.88370920104618,0.009500210778081027,35.58083474119666,0.0033806867853360947,32.23579033926356,0.0020271810958542827,10.042412550000016,6.200190019058445e-06
EL150800737287,100,100,1,True,1.075070867,2.045081908191056e-06,1.074914465,3.6441518151817995e-06,0.01559480148,2.332370597059699e-07,39.138684508189556,0.008286537135841517,35.74414507944085,0.0038767066469192657,32.32431359464034,0.002676042022871285,10.04228274999997,4.9285428535958765e-06
EL150800737251,100,100,1,True,1.063664561,-1.271846984698354e-06,1.063510357,-3.7175817581751643e-07,0.01492139064,1.6568912091209115e-07,38.443267394830116,0.008360070499356904,35.30704053711157,0.003433742464376483,32.16880800912374,0.0026658474947629583,10.04501170000002,-2.6761676156077163e-06
EL150800737234,100,100,1,True,1.044589539,-0.00019615125892589254,1.044600548,-0.0001958300558055807,0.013418402460000001,4.132995535553553e-06,39.55881069772406,0.002288246275764582,35.69503585363536,0.006574735837299807,32.29233297827839,0.003941288209220549,10.088379333333394,0.0008723789178931322
EL150800737320,100,100,1,True,1.070447271,7.104940294028916e-06,1.070340384,8.645566156615809e-06,0.01482580993,-1.1986352655265546e-06,31.681289998175465,0.0010102972523637669,31.262770102233162,0.0013016122600293543,30.83317745310066,0.002164045925118496,10.041969533333301,6.634863475530875e-07
EL150800737380,100,100,1,True,1.071663629,-8.020468046801461e-07,1.071328842,2.403660366037444e-07,0.015574562059999998,-6.040804080405819e-09,33.955655894480245,0.003883493277832164,32.242770445878016,0.0021755468077567616,30.733759785001226,0.0019347488325268838,10.043445283333313,9.4524452428584e-07
EL150800737279,100,100,1,True,1.070766659,-6.7701368136813925e-06,1.0707221660000001,-5.091066306630824e-06,0.01587661182,8.075487908790864e-07,36.77289772500682,0.00449448611898696,33.99934624579011,0.002779233578483456,31.31311219028895,0.001803373767333881,10.045704233333282,3.8587658756218215e-06
EL150800737304,100,100,1,True,1.062131755,-1.0586957695769562e-05,1.062130244,-1.0899419141914397e-05,0.01534347393,-4.465380798079813e-07,34.285314572816546,0.002829382956350671,33.10620851106884,0.003168426152788426,31.678715661109113,0.0030011071396310023,10.043266033333353,-2.173957395403914e-06
EL150800737350,100,100,1,True,1.06321586,-1.873824302430211e-05,1.063188438,-1.840659225922589e-05,0.01530397606,1.0654990699070232e-07,38.986137122300555,0.00831180748252741,35.77751733452585,0.004700418659801607,32.238234730648394,0.0027798967341416013,10.043544616666674,-9.717841783075233e-06
EL150800739477,100,100,1,True,1.064480499,-1.7831580558055463e-05,1.064320013,-1.8220544254425007e-05,0.015375660360000001,-6.512825682568334e-08,38.5357377373264,0.0074456991827714135,35.53070785023565,0.004893199352771254,32.23847901338159,0.004243926921517794,10.043593983333308,1.8379337928682714e-06
EL150800737365,100,100,1,True,1.059343376,-2.0138804680468e-05,1.059207981,-1.936602640264045e-05,0.015135918960000001,-8.864157215721508e-08,39.385265734517226,0.00812646389853191,35.87707905775122,0.004265326808357284,32.174501411746434,0.002544435698003274,10.043492250000025,2.2653165331688237e-06
EL150800737334,100,100,1,True,1.0719545209999999,-6.849511551155131e-06,1.071803603,-7.309383138313739e-06,0.01583763829,-3.3038168016801717e-07,37.73701176388908,0.008065512168698425,34.74383150808712,0.004888827599245291,31.5095396250924,0.003256886040822057,10.043712449999965,-5.474957496672849e-06
EL150800737361,100,100,1,True,1.050541451,-3.916438643864013e-06,1.0503455800000001,-3.005322532253241e-06,0.015564932220000001,-5.9291749174918685e-08,36.07485440375697,0.004242394251667772,33.88624079961266,0.003134542351929918,31.395524730435838,0.0027403575537625377,10.043103450000004,-1.1516101609246353e-05
EL150800737390,100,100,1,True,1.062950962,-4.586882688268994e-06,1.062651557,-2.7904056405640644e-06,0.01539237993,-2.1538167716771673e-06,37.523840467154926,0.012761925137274697,34.05078155019701,0.007928595821109339,30.93938745908391,0.0028386726063530255,10.043767949999994,-6.5183218328313894e-06
EL150800739495,100,100,1,True,1.054322327,1.2521372337233817e-05,1.053943407,1.4117866786678739e-05,0.01830944555,-9.522245604560359e-07,36.627600886306475,0.007692047651141695,33.639374640057895,0.0035307271641599708,30.82468164815798,0.002177369272277978,10.043166433333276,2.1843784370048254e-06
EL150800737369,100,100,1,True,1.073270589,7.3306888688866155e-06,1.073001649,8.356592259226082e-06,0.01557422266,-1.3568607260725974e-07,36.33391749012359,0.007622100558687698,33.350873108759004,0.0030815353145676586,30.638239769716765,0.001244588123979822,10.043223416666626,-7.5098809888210374e-06
EL150800739484,100,100,1,True,1.071439217,1.4605010501049339e-06,1.0712822130000001,1.0395865586559069e-06,0.015620286640000001,-2.0775492349234778e-07,34.68002467582143,0.004481027907152196,32.724855320443154,0.0026888071712841684,30.85209760626503,0.0017839093864669628,11.038581533333351,1.0781138113847174e-05
